what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU master group not set.",1312373380765
error,log,,,"Select one of the available target connection paths.",1312373380765
error,log,,,"SOPC design not set.",1312373380765
error,log,,,"CPU module not set.",1312373380781
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1312373380781
error,log,,,"CPU architecture type not set. ",1312373380781
error,log,,,"CPU master group not set.",1312373380781
error,log,,,"Select one of the available target connection paths.",1312373380781
error,log,,,"SOPC design not set.",1312373380781
error,log,,,"CPU module not set.",1312373380781
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1312373380781
error,log,,,"CPU architecture type not set. ",1312373380781
error,log,,,"CPU master group not set.",1312373380781
error,log,,,"Expected base address of system ID component is undefined.",1312373380781
error,log,,,"Select one of the available target connection paths.",1312373380781
error,log,,,"SOPC design not set.",1312373380796
error,log,,,"CPU module not set.",1312373380796
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1312373380796
error,log,,,"CPU architecture type not set. ",1312373380796
error,log,,,"CPU master group not set.",1312373380796
error,log,,,"Expected base address of system ID component is undefined.",1312373380796
error,log,,,"Select one of the available target connection paths.",1312373380796
error,log,,,"SOPC design not set.",1312373380796
error,log,,,"CPU module not set.",1312373380796
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1312373380796
